,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
744,20232_30003_95103_CIVB5,CULTURA TEOLOGICA_CIVB5(),20232_30003_95103_CIVB5,20232_30003,CULTURA TEOLOGICA_CIVB5(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 6,20232_30003_6,20232_30003,20232_12
745,20232_32040_10379_NOCHE,COMPORTAMIENTO DEL CONSUMIDOR_NOCHE(),20232_32040_10379_NOCHE,20232_32040,COMPORTAMIENTO DEL CONSUMIDOR_NOCHE(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 6,20232_32040_6,20232_32040,20232_17
746,20232_32040_10451_DIA,EVALUACIÓN INTEGRAL DE PROYECTOS_DIA(),20232_32040_10451_DIA,20232_32040,EVALUACIÓN INTEGRAL DE PROYECTOS_DIA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 7,20232_32040_7,20232_32040,20232_17
747,20232_32040_10394_DIA,ESTRATEGIA_DIA(),20232_32040_10394_DIA,20232_32040,ESTRATEGIA_DIA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 5,20232_32040_5,20232_32040,20232_17
748,20232_32040_10400_NOCHE,HABILIDADES GERENCIALES _NOCHE(),20232_32040_10400_NOCHE,20232_32040,HABILIDADES GERENCIALES _NOCHE(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 6,20232_32040_6,20232_32040,20232_17
749,20232_32040_10453_NOCHE,ADMINISTRACIÓN DE LA PRODUCCIÓN_NOCHE(),20232_32040_10453_NOCHE,20232_32040,ADMINISTRACIÓN DE LA PRODUCCIÓN_NOCHE(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 7,20232_32040_7,20232_32040,20232_17
750,20232_31002_30427_ELEC II,ELECTRÓNICA II_ELEC II(),20232_31002_30427_ELEC II,20232_31002,ELECTRÓNICA II_ELEC II(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA ELECTRONICA JORNADA MIXTA/NIVEL 4,20232_31002_4,20232_31002,20232_18
751,20232_31002_12915_AUTOMATIZACIÓN,AUTOMATIZACION Y REDES INDUSTRIALES_AUTOMATIZACIÓN(),20232_31002_12915_AUTOMATIZACIÓN,20232_31002,AUTOMATIZACION Y REDES INDUSTRIALES_AUTOMATIZACIÓN(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA ELECTRONICA JORNADA MIXTA/NIVEL 10,20232_31002_10,20232_31002,20232_18
752,20232_31002_30422_PROYECTO II,PROYECTO DE INVESTIGACIÓN Y DESARROLLO II_PROYECTO II(),20232_31002_30422_PROYECTO II,20232_31002,PROYECTO DE INVESTIGACIÓN Y DESARROLLO II_PROYECTO II(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA ELECTRONICA JORNADA MIXTA/NIVEL 9,20232_31002_9,20232_31002,20232_18
753,20232_30001_96161_SIS-B,ELECTRICIDAD Y MAGNETISMO_SIS-B(),20232_30001_96161_SIS-B,20232_30001,ELECTRICIDAD Y MAGNETISMO_SIS-B(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 4,20232_30001_4,20232_30001,20232_12
754,20232_30001_96111_IND-A,ALGEBRA LINEAL_IND-A(),20232_30001_96111_IND-A,20232_30001,ALGEBRA LINEAL_IND-A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 1,20232_30001_1,20232_30001,20232_12
755,20232_30001_96116_CIV-A,FISICA DE LOS MATERIALES_CIV-A(),20232_30001_96116_CIV-A,20232_30001,FISICA DE LOS MATERIALES_CIV-A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 3,20232_30001_3,20232_30001,20232_12
756,20232_30001_10238_CONT-ADM-N,MATEMATICAS I adm_CONT-ADM-N(),20232_30001_10238_CONT-ADM-N,20232_30001,MATEMATICAS I adm_CONT-ADM-N(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 1,20232_30001_1,20232_30001,20232_12
757,20232_30001_11700_CIV-A,MATEMATICAS FUNDAMENTALES_CIV-A(),20232_30001_11700_CIV-A,20232_30001,MATEMATICAS FUNDAMENTALES_CIV-A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 1,20232_30001_1,20232_30001,20232_12
758,20232_30001_96113_SIS-B,CALCULO INTEGRAL_SIS-B(),20232_30001_96113_SIS-B,20232_30001,CALCULO INTEGRAL_SIS-B(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 2,20232_30001_2,20232_30001,20232_12
759,20232_30001_96111_SIS-A,ALGEBRA LINEAL_SIS-A(),20232_30001_96111_SIS-A,20232_30001,ALGEBRA LINEAL_SIS-A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 1,20232_30001_1,20232_30001,20232_12
760,20232_30001_96303_CIV-B,LOGICA DE PROGRAMACION_CIV-B(),20232_30001_96303_CIV-B,20232_30001,LOGICA DE PROGRAMACION_CIV-B(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 9,20232_30001_9,20232_30001,20232_12
761,20232_30001_96110_IND,CALCULO DIFERENCIAL_IND(),20232_30001_96110_IND,20232_30001,CALCULO DIFERENCIAL_IND(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 1,20232_30001_1,20232_30001,20232_12
762,20232_30001_96127_NEC-C,MATEMATICAS II_NEC-C(),20232_30001_96127_NEC-C,20232_30001,MATEMATICAS II_NEC-C(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 2,20232_30001_2,20232_30001,20232_12
763,20232_30001_96111_MEC,ALGEBRA LINEAL_MEC(),20232_30001_96111_MEC,20232_30001,ALGEBRA LINEAL_MEC(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 1,20232_30001_1,20232_30001,20232_12
764,20232_30001_96112_MEC-B,FISICA MECANICA_MEC-B(),20232_30001_96112_MEC-B,20232_30001,FISICA MECANICA_MEC-B(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 2,20232_30001_2,20232_30001,20232_12
765,20232_30001_15094_AMB,FISICA DE ONDAS FLUIDOS Y CALOR_AMB(),20232_30001_15094_AMB,20232_30001,FISICA DE ONDAS FLUIDOS Y CALOR_AMB(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 3,20232_30001_3,20232_30001,20232_12
766,20232_30001_30263_ARQ-D,GEOMETRIA DESCRIPTIVA II_ARQ-D(),20232_30001_30263_ARQ-D,20232_30001,GEOMETRIA DESCRIPTIVA II_ARQ-D(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 2,20232_30001_2,20232_30001,20232_12
767,20232_30001_12501_ELC,ONDAS Y ELECTROMAGNETISMO_ELC(),20232_30001_12501_ELC,20232_30001,ONDAS Y ELECTROMAGNETISMO_ELC(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 5,20232_30001_5,20232_30001,20232_12
768,20232_30001_10261_NEG-B,ESTADISTICA I_NEG-B(),20232_30001_10261_NEG-B,20232_30001,ESTADISTICA I_NEG-B(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 4,20232_30001_4,20232_30001,20232_12
769,20232_30001_96115_SIS-A,CALCULO VECTORIAL_SIS-A(),20232_30001_96115_SIS-A,20232_30001,CALCULO VECTORIAL_SIS-A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 3,20232_30001_3,20232_30001,20232_12
770,20232_30001_96112_IND-C,FISICA MECANICA_IND-C(),20232_30001_96112_IND-C,20232_30001,FISICA MECANICA_IND-C(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 2,20232_30001_2,20232_30001,20232_12
771,20232_31062_47912_DIA,COSTOS I_DIA(),20232_31062_47912_DIA,20232_31062,COSTOS I_DIA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/CONTADURIA PUBLICA JORNADA MIXTA/NIVEL 5,20232_31062_5,20232_31062,20232_17
772,20232_31062_47910_NOCHE,HABILIDADES GERENCIALES_NOCHE(),20232_31062_47910_NOCHE,20232_31062,HABILIDADES GERENCIALES_NOCHE(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/CONTADURIA PUBLICA JORNADA MIXTA/NIVEL 5,20232_31062_5,20232_31062,20232_17
773,20232_31062_47913_DIA,SISTEMAS DE CONTROL Y RIESGO_DIA(),20232_31062_47913_DIA,20232_31062,SISTEMAS DE CONTROL Y RIESGO_DIA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/CONTADURIA PUBLICA JORNADA MIXTA/NIVEL 5,20232_31062_5,20232_31062,20232_17
774,20232_33052_13982_NEGB,GESTIÓN DE IMPORTACIONES Y EXPORTACIONES_NEGB(),20232_33052_13982_NEGB,20232_33052,GESTIÓN DE IMPORTACIONES Y EXPORTACIONES_NEGB(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 3,20232_33052_3,20232_33052,20232_17
775,20232_33052_13992_NEGB,MARKETING INTERNACIONAL_NEGB(),20232_33052_13992_NEGB,20232_33052,MARKETING INTERNACIONAL_NEGB(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 6,20232_33052_6,20232_33052,20232_17
776,20232_33052_29700_NEGB,FORMULACION Y EVALUACION FINANCIERA DE PROYECTOS_NEGB(),20232_33052_29700_NEGB,20232_33052,FORMULACION Y EVALUACION FINANCIERA DE PROYECTOS_NEGB(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 6,20232_33052_6,20232_33052,20232_17
777,20232_33052_13985_NEGA,LEGISLACION ADUANERA Y CAMBIARIA_NEGA(),20232_33052_13985_NEGA,20232_33052,LEGISLACION ADUANERA Y CAMBIARIA_NEGA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 3,20232_33052_3,20232_33052,20232_17
778,20232_33052_23505_NEGC,CONTABILIDAD EMPRESARIAL_NEGC(),20232_33052_23505_NEGC,20232_33052,CONTABILIDAD EMPRESARIAL_NEGC(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 2,20232_33052_2,20232_33052,20232_17
779,20232_33052_13987_NEGA,INTEGRACIÓN Y RELACIONES ECONÓMICAS INTERNACIONALES_NEGA(),20232_33052_13987_NEGA,20232_33052,INTEGRACIÓN Y RELACIONES ECONÓMICAS INTERNACIONALES_NEGA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 4,20232_33052_4,20232_33052,20232_17
780,20232_33052_13996_NEGAB,OPCIÓN DE GRADO II_NEGAB(),20232_33052_13996_NEGAB,20232_33052,OPCIÓN DE GRADO II_NEGAB(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 8,20232_33052_8,20232_33052,20232_17
781,20232_31007_47743_INFO-APLI,INFORMÁTICA APLICADA_INFO-APLI(),20232_31007_47743_INFO-APLI,20232_31007,INFORMÁTICA APLICADA_INFO-APLI(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 5,20232_31007_5,20232_31007,20232_18
782,20232_31007_47742_INV-MER-A,INVESTIGACIÓN DE MERCADOS_INV-MER-A(),20232_31007_47742_INV-MER-A,20232_31007,INVESTIGACIÓN DE MERCADOS_INV-MER-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 4,20232_31007_4,20232_31007,20232_18
783,20232_31007_47721_ADM-INU-A,ADMINISTRACIÓN INDUSTRIAL_ADM-INU-A(),20232_31007_47721_ADM-INU-A,20232_31007,ADMINISTRACIÓN INDUSTRIAL_ADM-INU-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 2,20232_31007_2,20232_31007,20232_18
784,20232_31007_47752_INV-OPER-II-B,INVESTIGACIÓN DE OPERACIONES II_INV-OPER-II-B(),20232_31007_47752_INV-OPER-II-B,20232_31007,INVESTIGACIÓN DE OPERACIONES II_INV-OPER-II-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 7,20232_31007_7,20232_31007,20232_18
785,20232_31007_47742_INV-MER-B,INVESTIGACIÓN DE MERCADOS_INV-MER-B(),20232_31007_47742_INV-MER-B,20232_31007,INVESTIGACIÓN DE MERCADOS_INV-MER-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 4,20232_31007_4,20232_31007,20232_18
786,20232_31007_47756_PRAC-PROF-A,PRÁCTICA PROFESIONAL_PRAC-PROF-A(),20232_31007_47756_PRAC-PROF-A,20232_31007,PRÁCTICA PROFESIONAL_PRAC-PROF-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 8,20232_31007_8,20232_31007,20232_18
787,20232_31007_47728_FINAN-A,FINANZAS_FINAN-A(),20232_31007_47728_FINAN-A,20232_31007,FINANZAS_FINAN-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 6,20232_31007_6,20232_31007,20232_18
788,20232_31007_47754_OPC-GRADO-I-B,OPCIÓN DE GRADO I_OPC-GRADO-I-B(),20232_31007_47754_OPC-GRADO-I-B,20232_31007,OPCIÓN DE GRADO I_OPC-GRADO-I-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 7,20232_31007_7,20232_31007,20232_18
789,20232_31010_15656_RECHID,RECURSOS HIDRÁULICOS_RECHID(),20232_31010_15656_RECHID,20232_31010,RECURSOS HIDRÁULICOS_RECHID(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA AMBIENTAL JORNADA MIXTA/NIVEL 5,20232_31010_5,20232_31010,20232_18
790,20232_31010_15069_INVING,INVESTIGACION EN INGENIERÍA_INVING(),20232_31010_15069_INVING,20232_31010,INVESTIGACION EN INGENIERÍA_INVING(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA AMBIENTAL JORNADA MIXTA/NIVEL 3,20232_31010_3,20232_31010,20232_18
791,20232_31008_30363_SIS-TRAN-FLU,SISTEMAS DE TRANSPORTE DE FLUIDOS_SIS-TRAN-FLU(),20232_31008_30363_SIS-TRAN-FLU,20232_31008,SISTEMAS DE TRANSPORTE DE FLUIDOS_SIS-TRAN-FLU(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 6,20232_31008_6,20232_31008,20232_18
792,20232_31008_30358_INST-MAQ-ELE,INSTALACIÓN DE MAQUINAS ELÉCTRICAS_INST-MAQ-ELE(),20232_31008_30358_INST-MAQ-ELE,20232_31008,INSTALACIÓN DE MAQUINAS ELÉCTRICAS_INST-MAQ-ELE(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 5,20232_31008_5,20232_31008,20232_18
793,20232_31008_30209_MOT-COMB,MOTORES DE COMBUSTION_MOT-COMB(),20232_31008_30209_MOT-COMB,20232_31008,MOTORES DE COMBUSTION_MOT-COMB(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 10,20232_31008_10,20232_31008,20232_18
794,20232_31008_30189_ADM-INF,ADMINISTRACION PARA INGENIEROS_ADM-INF(),20232_31008_30189_ADM-INF,20232_31008,ADMINISTRACION PARA INGENIEROS_ADM-INF(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 8,20232_31008_8,20232_31008,20232_18
795,20232_32090_32109_FRANC 3-B,FRANCÉS BÁSICO III_FRANC 3-B(),20232_32090_32109_FRANC 3-B,20232_32090,FRANCÉS BÁSICO III_FRANC 3-B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
796,20232_32090_32116_LING ELT&TIC-A,LINGÜÍSTICA APLICADA ELT & TIC_LING ELT&TIC-A(),20232_32090_32116_LING ELT&TIC-A,20232_32090,LINGÜÍSTICA APLICADA ELT & TIC_LING ELT&TIC-A(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 4,20232_32090_4,20232_32090,20232_35
797,20232_32090_32092_INGL 1-B,INGLES BÁSICO I_INGL 1-B(),20232_32090_32092_INGL 1-B,20232_32090,INGLES BÁSICO I_INGL 1-B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 1,20232_32090_1,20232_32090,20232_35
798,20232_32090_32098_INGL 2-C,INGLÉS BÁSICO II_INGL 2-C(),20232_32090_32098_INGL 2-C,20232_32090,INGLÉS BÁSICO II_INGL 2-C(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 2,20232_32090_2,20232_32090,20232_35
799,20232_32090_32092_INGL 1-A,INGLES BÁSICO I_INGL 1-A(),20232_32090_32092_INGL 1-A,20232_32090,INGLES BÁSICO I_INGL 1-A(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 1,20232_32090_1,20232_32090,20232_35
800,20232_32090_32109_FRANC 3-C,FRANCÉS BÁSICO III_FRANC 3-C(),20232_32090_32109_FRANC 3-C,20232_32090,FRANCÉS BÁSICO III_FRANC 3-C(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
801,20232_32090_32111_FONET Y FONO-B,FONÉTICA Y FONOLOGÍA DEL FRANCÉS_FONET Y FONO-B(),20232_32090_32111_FONET Y FONO-B,20232_32090,FONÉTICA Y FONOLOGÍA DEL FRANCÉS_FONET Y FONO-B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
802,20232_32090_32094_MODP- B,MODELOS PEDAGÓGICOS_MODP- B(),20232_32090_32094_MODP- B,20232_32090,MODELOS PEDAGÓGICOS_MODP- B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 1,20232_32090_1,20232_32090,20232_35
803,20232_32090_32113_INTRO INV-A,INTRODUCCIÓN A LA INVESTIGACIÓN_INTRO INV-A(),20232_32090_32113_INTRO INV-A,20232_32090,INTRODUCCIÓN A LA INVESTIGACIÓN_INTRO INV-A(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
804,20232_32090_32107_INGL 3-A,INGLÉS BÁSICO III_INGL 3-A(),20232_32090_32107_INGL 3-A,20232_32090,INGLÉS BÁSICO III_INGL 3-A(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
805,20232_32090_32108_FONET Y FONO-C,FONÉTICA Y FONOLOGÍA DEL INGLÉS_FONET Y FONO-C(),20232_32090_32108_FONET Y FONO-C,20232_32090,FONÉTICA Y FONOLOGÍA DEL INGLÉS_FONET Y FONO-C(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
806,20232_32090_32111_FONET Y FONO-A,FONÉTICA Y FONOLOGÍA DEL FRANCÉS_FONET Y FONO-A(),20232_32090_32111_FONET Y FONO-A,20232_32090,FONÉTICA Y FONOLOGÍA DEL FRANCÉS_FONET Y FONO-A(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
807,20232_32090_32118_CURRI Y DID-B,CURRÍCULO Y DIDÁCTICA_CURRI Y DID-B(),20232_32090_32118_CURRI Y DID-B,20232_32090,CURRÍCULO Y DIDÁCTICA_CURRI Y DID-B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 4,20232_32090_4,20232_32090,20232_35
808,20232_32090_32126_PRAC INVES,PRÁCTICA INVESTIGATIVA EN PEDAGOGÍA DE LENGUAS_PRAC INVES(),20232_32090_32126_PRAC INVES,20232_32090,PRÁCTICA INVESTIGATIVA EN PEDAGOGÍA DE LENGUAS_PRAC INVES(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 5,20232_32090_5,20232_32090,20232_35
809,20232_31005_41112_PROG-B,INTRODUCCION A LA PROGRAMACION_PROG-B(),20232_31005_41112_PROG-B,20232_31005,INTRODUCCION A LA PROGRAMACION_PROG-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 1,20232_31005_1,20232_31005,20232_18
810,20232_31005_96181_POO-B,PROGRAMACION ORIENTADA A OBJETOS_POO-B(),20232_31005_96181_POO-B,20232_31005,PROGRAMACION ORIENTADA A OBJETOS_POO-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 2,20232_31005_2,20232_31005,20232_18
811,20232_31005_40748_DESEMP,DESARROLLO EMPRESARIAL_DESEMP(),20232_31005_40748_DESEMP,20232_31005,DESARROLLO EMPRESARIAL_DESEMP(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 5,20232_31005_5,20232_31005,20232_18
812,20232_31005_41111_INTROING-A,INTRODUCCION A LA INGENIERIA DE SISTEMAS_INTROING-A(),20232_31005_41111_INTROING-A,20232_31005,INTRODUCCION A LA INGENIERIA DE SISTEMAS_INTROING-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 1,20232_31005_1,20232_31005,20232_18
813,20232_31005_41114_REQDIS-B,REQUERIMIENTOS Y DISEÑO DE SOFTWARE_REQDIS-B(),20232_31005_41114_REQDIS-B,20232_31005,REQUERIMIENTOS Y DISEÑO DE SOFTWARE_REQDIS-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 3,20232_31005_3,20232_31005,20232_18
814,20232_31009_30600_PRO IXD II,PROGRAMACION IXD II_PRO IXD II(),20232_31009_30600_PRO IXD II,20232_31009,PROGRAMACION IXD II_PRO IXD II(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 3,20232_31009_3,20232_31009,20232_35
