,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
1201,20232_32020_20507_A,INVESTIGACION IV (ARGUMENTACION Y LOGICA JURIDICA)_A(),20232_32020_20507_A,20232_32020,INVESTIGACION IV (ARGUMENTACION Y LOGICA JURIDICA)_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 5,20232_32020_5,20232_32020,20232_32
1202,20232_31030_30468_6A,PROYECTO IV. HABITAR_6A(),20232_31030_30468_6A,20232_31030,PROYECTO IV. HABITAR_6A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 6,20232_31030_6,20232_31030,20232_18
1203,20232_31030_30446_2A,TEORIA E HISTORIA II. FUNDAMENTOS DE LA ARQUITECTURA EL ARTE Y EL DISEÑO II_2A(),20232_31030_30446_2A,20232_31030,TEORIA E HISTORIA II. FUNDAMENTOS DE LA ARQUITECTURA EL ARTE Y EL DISEÑO II_2A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 2,20232_31030_2,20232_31030,20232_18
1204,20232_31030_30475_7A,ESTRUCTURAS IV. SIMULACIÓN_7A(),20232_31030_30475_7A,20232_31030,ESTRUCTURAS IV. SIMULACIÓN_7A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 7,20232_31030_7,20232_31030,20232_18
1205,20232_31030_30480_8B,PROYECTO VI. EXPERIMENTAL_8B(),20232_31030_30480_8B,20232_31030,PROYECTO VI. EXPERIMENTAL_8B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 8,20232_31030_8,20232_31030,20232_18
1206,20232_31030_30453_3B,EXPRESIÓN III. ILUSTRACIÓN ARQUITECTÓNICA Y PERSPECTIVA_3B(),20232_31030_30453_3B,20232_31030,EXPRESIÓN III. ILUSTRACIÓN ARQUITECTÓNICA Y PERSPECTIVA_3B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 3,20232_31030_3,20232_31030,20232_18
1207,20232_31030_30446_2C,TEORIA E HISTORIA II. FUNDAMENTOS DE LA ARQUITECTURA EL ARTE Y EL DISEÑO II_2C(),20232_31030_30446_2C,20232_31030,TEORIA E HISTORIA II. FUNDAMENTOS DE LA ARQUITECTURA EL ARTE Y EL DISEÑO II_2C(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 2,20232_31030_2,20232_31030,20232_18
1208,20232_31030_33111_10B,PROYECTO DE GRADO_10B(),20232_31030_33111_10B,20232_31030,PROYECTO DE GRADO_10B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 10,20232_31030_10,20232_31030,20232_18
1209,20232_31030_33901_9A,EDIFICACIONES DE ALTA COMPLEJIDAD ESTETICA_9A(),20232_31030_33901_9A,20232_31030,EDIFICACIONES DE ALTA COMPLEJIDAD ESTETICA_9A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 9,20232_31030_9,20232_31030,20232_18
1210,20232_31030_30444_2D,FUNDAMENTOS DEL PROYECTO II_2D(),20232_31030_30444_2D,20232_31030,FUNDAMENTOS DEL PROYECTO II_2D(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 2,20232_31030_2,20232_31030,20232_18
1211,20232_31030_30447_2D,EXPRESIÓN II. MANO ALZADA Y TECNICAS DE EXPRESIÓN_2D(),20232_31030_30447_2D,20232_31030,EXPRESIÓN II. MANO ALZADA Y TECNICAS DE EXPRESIÓN_2D(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 2,20232_31030_2,20232_31030,20232_18
1212,20232_31030_33218_9B,ESPACIO PUBLICO_9B(),20232_31030_33218_9B,20232_31030,ESPACIO PUBLICO_9B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 8,20232_31030_8,20232_31030,20232_18
1213,20232_31030_30460_4B,EXPRESION IV. DIBUJO PLANIMÉTRICO ANÁLOGO Y DIGITAL_4B(),20232_31030_30460_4B,20232_31030,EXPRESION IV. DIBUJO PLANIMÉTRICO ANÁLOGO Y DIGITAL_4B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 4,20232_31030_4,20232_31030,20232_18
1214,20232_31030_30457_4C,ESTRUCTURAS I. ELEMENTOS ESTRUCTURALES_4C(),20232_31030_30457_4C,20232_31030,ESTRUCTURAS I. ELEMENTOS ESTRUCTURALES_4C(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 4,20232_31030_4,20232_31030,20232_18
1215,20232_31030_30460_4A,EXPRESION IV. DIBUJO PLANIMÉTRICO ANÁLOGO Y DIGITAL_4A(),20232_31030_30460_4A,20232_31030,EXPRESION IV. DIBUJO PLANIMÉTRICO ANÁLOGO Y DIGITAL_4A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 4,20232_31030_4,20232_31030,20232_18
1216,20232_31030_30459_4B,TEORIA E HISTORIA IV. SISTEMAS SOCILES Y ORGANIZACIÓN ESPACIALES_4B(),20232_31030_30459_4B,20232_31030,TEORIA E HISTORIA IV. SISTEMAS SOCILES Y ORGANIZACIÓN ESPACIALES_4B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 4,20232_31030_4,20232_31030,20232_18
1217,20232_31030_30462_5B,PROYECTO III. URBANO_5B(),20232_31030_30462_5B,20232_31030,PROYECTO III. URBANO_5B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 5,20232_31030_5,20232_31030,20232_18
1218,20232_31030_30470_6A,ESTRIUCTURAS III. PREDIMENSIONAMIENTO ESTRUCTURAL_6A(),20232_31030_30470_6A,20232_31030,ESTRIUCTURAS III. PREDIMENSIONAMIENTO ESTRUCTURAL_6A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 6,20232_31030_6,20232_31030,20232_18
1219,20232_31030_30468_6B,PROYECTO IV. HABITAR_6B(),20232_31030_30468_6B,20232_31030,PROYECTO IV. HABITAR_6B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 6,20232_31030_6,20232_31030,20232_18
1220,20232_31030_30440_1D,FUNDAMENTOS DEL PROYECTO I_1D(),20232_31030_30440_1D,20232_31030,FUNDAMENTOS DEL PROYECTO I_1D(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 1,20232_31030_1,20232_31030,20232_18
1221,20232_31030_30460_4E,EXPRESION IV. DIBUJO PLANIMÉTRICO ANÁLOGO Y DIGITAL_4E(),20232_31030_30460_4E,20232_31030,EXPRESION IV. DIBUJO PLANIMÉTRICO ANÁLOGO Y DIGITAL_4E(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 4,20232_31030_4,20232_31030,20232_18
1222,20232_31001_10464_GRUPO B,TECNOLOGÍAS DE BAJO COSTO PARA TRATAMIENTO DE AGUAS RESIDUALES DOMÉSTICAS_GRUPO B(),20232_31001_10464_GRUPO B,20232_31001,TECNOLOGÍAS DE BAJO COSTO PARA TRATAMIENTO DE AGUAS RESIDUALES DOMÉSTICAS_GRUPO B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 10,20232_31001_10,20232_31001,20232_18
1223,20232_31001_97418_GRUPO A,INVESTIGACION I_GRUPO A(),20232_31001_97418_GRUPO A,20232_31001,INVESTIGACION I_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 2,20232_31001_2,20232_31001,20232_18
1224,20232_31001_76144_GRUPO A,MECANICA DE FLUIDOS_GRUPO A(),20232_31001_76144_GRUPO A,20232_31001,MECANICA DE FLUIDOS_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 5,20232_31001_5,20232_31001,20232_18
1225,20232_31001_10146_GRUPO A,SEMINARIO DE GRADO II_GRUPO A(),20232_31001_10146_GRUPO A,20232_31001,SEMINARIO DE GRADO II_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 9,20232_31001_9,20232_31001,20232_18
1226,20232_31001_10134_GRUPO A,FUNDACIONES_GRUPO A(),20232_31001_10134_GRUPO A,20232_31001,FUNDACIONES_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 7,20232_31001_7,20232_31001,20232_18
1227,20232_31001_10143_GRUPO B,PAVIMENTOS_GRUPO B(),20232_31001_10143_GRUPO B,20232_31001,PAVIMENTOS_GRUPO B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 8,20232_31001_8,20232_31001,20232_18
1228,20232_31001_10143_GRUPO A,PAVIMENTOS_GRUPO A(),20232_31001_10143_GRUPO A,20232_31001,PAVIMENTOS_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 8,20232_31001_8,20232_31001,20232_18
1229,20232_31001_10145_GRUPO A,EVALUACION DE PROYECTOS_GRUPO A(),20232_31001_10145_GRUPO A,20232_31001,EVALUACION DE PROYECTOS_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 8,20232_31001_8,20232_31001,20232_18
1230,20232_31001_10434_GRUPO A,TALUDES_GRUPO A(),20232_31001_10434_GRUPO A,20232_31001,TALUDES_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 9,20232_31001_9,20232_31001,20232_18
1231,20232_31006_15059_SEMACT,SEMINARIO DE ACTUALIZACION_SEMACT(),20232_31006_15059_SEMACT,20232_31006,SEMINARIO DE ACTUALIZACION_SEMACT(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA AMBIENTAL JORNADA DIURNA/NIVEL 10,20232_31006_10,20232_31006,20232_18
1232,20232_30003_10271_LICENB4,EPISTEMOLOGIA_LICENB4(),20232_30003_10271_LICENB4,20232_30003,EPISTEMOLOGIA_LICENB4(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 5,20232_30003_5,20232_30003,20232_12
1233,20232_30003_96098_CULF7,ETICA_CULF7(),20232_30003_96098_CULF7,20232_30003,ETICA_CULF7(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 10,20232_30003_10,20232_30003,20232_12
1234,20232_30003_10263_MESIA,CULTURA TEOLOGICA_MESIA(),20232_30003_10263_MESIA,20232_30003,CULTURA TEOLOGICA_MESIA(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 4,20232_30003_4,20232_30003,20232_12
1235,20232_30003_10271_LICENA4,EPISTEMOLOGIA_LICENA4(),20232_30003_10271_LICENA4,20232_30003,EPISTEMOLOGIA_LICENA4(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 5,20232_30003_5,20232_30003,20232_12
1236,20232_30003_10263_ARQB6,CULTURA TEOLOGICA_ARQB6(),20232_30003_10263_ARQB6,20232_30003,CULTURA TEOLOGICA_ARQB6(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 4,20232_30003_4,20232_30003,20232_12
1237,20232_30003_62337_LICENA,ANTROPOLOGIA_LICENA(),20232_30003_62337_LICENA,20232_30003,ANTROPOLOGIA_LICENA(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 6,20232_30003_6,20232_30003,20232_12
1238,20232_30003_10271_NEGB4,EPISTEMOLOGIA_NEGB4(),20232_30003_10271_NEGB4,20232_30003,EPISTEMOLOGIA_NEGB4(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 5,20232_30003_5,20232_30003,20232_12
1239,20232_30003_62324_ARQA4,FRAY JOSÉ DE JESÚS SEDANO: HABILIDADES Y MÉTODOS DE APRENDIZAJE_ARQA4(),20232_30003_62324_ARQA4,20232_30003,FRAY JOSÉ DE JESÚS SEDANO: HABILIDADES Y MÉTODOS DE APRENDIZAJE_ARQA4(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 4,20232_30003_4,20232_30003,20232_12
1240,20232_30003_95107_CIVB1,FILOSOFIA INSTITUCIONAL_CIVB1(),20232_30003_95107_CIVB1,20232_30003,FILOSOFIA INSTITUCIONAL_CIVB1(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 1,20232_30003_1,20232_30003,20232_12
1241,20232_30003_10240_DERB,FILOSOFIA INSTITUCIONAL_DERB(),20232_30003_10240_DERB,20232_30003,FILOSOFIA INSTITUCIONAL_DERB(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 1,20232_30003_1,20232_30003,20232_12
1242,20232_30003_10263_ELMEC,CULTURA TEOLOGICA_ELMEC(),20232_30003_10263_ELMEC,20232_30003,CULTURA TEOLOGICA_ELMEC(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 4,20232_30003_4,20232_30003,20232_12
1243,20232_30003_95111_DERB,CULTURA TEOLOGICA_DERB(),20232_30003_95111_DERB,20232_30003,CULTURA TEOLOGICA_DERB(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 4,20232_30003_4,20232_30003,20232_12
1244,20232_30003_95197_ARQA2,FRAY ANGÉLICO: ARTE Y HUMANISMO_ARQA2(),20232_30003_95197_ARQA2,20232_30003,FRAY ANGÉLICO: ARTE Y HUMANISMO_ARQA2(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 5,20232_30003_5,20232_30003,20232_12
1245,20232_30003_99101_ADMD,CATEDRA HENRI DIDON_ADMD(),20232_30003_99101_ADMD,20232_30003,CATEDRA HENRI DIDON_ADMD(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 1,20232_30003_1,20232_30003,20232_12
1246,20232_30003_99103_DERB2,CATEDRA HENRI DIDON II_DERB2(),20232_30003_99103_DERB2,20232_30003,CATEDRA HENRI DIDON II_DERB2(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 2,20232_30003_2,20232_30003,20232_12
1247,20232_30003_10240_AMB-BIO1,FILOSOFIA INSTITUCIONAL_AMB-BIO1(),20232_30003_10240_AMB-BIO1,20232_30003,FILOSOFIA INSTITUCIONAL_AMB-BIO1(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 1,20232_30003_1,20232_30003,20232_12
1248,20232_30003_95105_CIVA4,FILOSOFIA POLITICA_CIVA4(),20232_30003_95105_CIVA4,20232_30003,FILOSOFIA POLITICA_CIVA4(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 4,20232_30003_4,20232_30003,20232_12
1249,20232_30003_10295_IND6,FILOSOFIA POLITICA_IND6(),20232_30003_10295_IND6,20232_30003,FILOSOFIA POLITICA_IND6(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 8,20232_30003_8,20232_30003,20232_12
1250,20232_32040_10239_FUNECO NOCHE,FUNDAMENTOS DE ECONOMIA_FUNECO NOCHE(),20232_32040_10239_FUNECO NOCHE,20232_32040,FUNDAMENTOS DE ECONOMIA_FUNECO NOCHE(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 1,20232_32040_1,20232_32040,20232_17
1251,20232_32040_10454_DIA,DERECHO LABORAL Y SEGURIDAD EN EL TRABAJO_DIA(),20232_32040_10454_DIA,20232_32040,DERECHO LABORAL Y SEGURIDAD EN EL TRABAJO_DIA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 7,20232_32040_7,20232_32040,20232_17
1252,20232_32040_10391_MACRO DIA,MACROECONOMIA_MACRO DIA(),20232_32040_10391_MACRO DIA,20232_32040,MACROECONOMIA_MACRO DIA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 4,20232_32040_4,20232_32040,20232_17
1253,20232_32040_10454_NOCHE,DERECHO LABORAL Y SEGURIDAD EN EL TRABAJO_NOCHE(),20232_32040_10454_NOCHE,20232_32040,DERECHO LABORAL Y SEGURIDAD EN EL TRABAJO_NOCHE(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 7,20232_32040_7,20232_32040,20232_17
1254,20232_32040_10282_NOCHE,GERENCIA DEL TALENTO HUMANO_NOCHE(),20232_32040_10282_NOCHE,20232_32040,GERENCIA DEL TALENTO HUMANO_NOCHE(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 7,20232_32040_7,20232_32040,20232_17
1255,20232_32040_10239_FUNECO DIA,FUNDAMENTOS DE ECONOMIA_FUNECO DIA(),20232_32040_10239_FUNECO DIA,20232_32040,FUNDAMENTOS DE ECONOMIA_FUNECO DIA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 1,20232_32040_1,20232_32040,20232_17
1256,20232_32040_10393_NOCHE,GESTIÓN DEL CONOCIMIENTO Y APRENDIZAJE ORGANIZACIONAL_NOCHE(),20232_32040_10393_NOCHE,20232_32040,GESTIÓN DEL CONOCIMIENTO Y APRENDIZAJE ORGANIZACIONAL_NOCHE(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 4,20232_32040_4,20232_32040,20232_17
1257,20232_32040_10219_DIA,HERRAMIENTAS DIGITALES_DIA(),20232_32040_10219_DIA,20232_32040,HERRAMIENTAS DIGITALES_DIA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 7,20232_32040_7,20232_32040,20232_17
1258,20232_31002_12249_FUNDAMENTOS,FUNDAMENTOS DE CIRCUITOS_FUNDAMENTOS(),20232_31002_12249_FUNDAMENTOS,20232_31002,FUNDAMENTOS DE CIRCUITOS_FUNDAMENTOS(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA ELECTRONICA JORNADA MIXTA/NIVEL 2,20232_31002_2,20232_31002,20232_18
1259,20232_31002_30430_SEMICONDUCTORES,SEMICONDUCTORES_SEMICONDUCTORES(),20232_31002_30430_SEMICONDUCTORES,20232_31002,SEMICONDUCTORES_SEMICONDUCTORES(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA ELECTRONICA JORNADA MIXTA/NIVEL 6,20232_31002_6,20232_31002,20232_18
1260,20232_31002_30431_CONVS ELEC,CONVERSIÓN ELECTROMAGNÉTICA_CONVS ELEC(),20232_31002_30431_CONVS ELEC,20232_31002,CONVERSIÓN ELECTROMAGNÉTICA_CONVS ELEC(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA ELECTRONICA JORNADA MIXTA/NIVEL 6,20232_31002_6,20232_31002,20232_18
1261,20232_31002_30413_CONTROL D,CONTROL DIGITAL_CONTROL D(),20232_31002_30413_CONTROL D,20232_31002,CONTROL DIGITAL_CONTROL D(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA ELECTRONICA JORNADA MIXTA/NIVEL 8,20232_31002_8,20232_31002,20232_18
1262,20232_31002_30406_INTRO,INTRODUCCIÓN A LA ING. ELECTRÓNICA_INTRO(),20232_31002_30406_INTRO,20232_31002,INTRODUCCIÓN A LA ING. ELECTRÓNICA_INTRO(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA ELECTRONICA JORNADA MIXTA/NIVEL 1,20232_31002_1,20232_31002,20232_18
1263,20232_31002_14505_SIS DIG II,SISTEMAS DIGITALES II_SIS DIG II(),20232_31002_14505_SIS DIG II,20232_31002,SISTEMAS DIGITALES II_SIS DIG II(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA ELECTRONICA JORNADA MIXTA/NIVEL 4,20232_31002_4,20232_31002,20232_18
1264,20232_30001_30541_CIV-B,QUIMICA INTEGRAL_CIV-B(),20232_30001_30541_CIV-B,20232_30001,QUIMICA INTEGRAL_CIV-B(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 2,20232_30001_2,20232_30001,20232_12
1265,20232_30001_10302_ADM-CONTDB,ESTADISTICA II adm_ADM-CONTDB(),20232_30001_10302_ADM-CONTDB,20232_30001,ESTADISTICA II adm_ADM-CONTDB(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 5,20232_30001_5,20232_30001,20232_12
1266,20232_30001_10665_SIS,ECUACIONES DIFERENCIALES amb_SIS(),20232_30001_10665_SIS,20232_30001,ECUACIONES DIFERENCIALES amb_SIS(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 4,20232_30001_4,20232_30001,20232_12
1267,20232_30001_96110_CIV-A,CALCULO DIFERENCIAL_CIV-A(),20232_30001_96110_CIV-A,20232_30001,CALCULO DIFERENCIAL_CIV-A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 1,20232_30001_1,20232_30001,20232_12
1268,20232_30001_30498_LENG-B,PENSAMIENTO LOGICO_LENG-B(),20232_30001_30498_LENG-B,20232_30001,PENSAMIENTO LOGICO_LENG-B(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 1,20232_30001_1,20232_30001,20232_12
1269,20232_30001_15005_AMB-BIO,BIOLOGIA amb_AMB-BIO(),20232_30001_15005_AMB-BIO,20232_30001,BIOLOGIA amb_AMB-BIO(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 1,20232_30001_1,20232_30001,20232_12
1270,20232_30001_96303_ELEC,LOGICA DE PROGRAMACION_ELEC(),20232_30001_96303_ELEC,20232_30001,LOGICA DE PROGRAMACION_ELEC(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 9,20232_30001_9,20232_30001,20232_12
1271,20232_30001_96110_MEC-A,CALCULO DIFERENCIAL_MEC-A(),20232_30001_96110_MEC-A,20232_30001,CALCULO DIFERENCIAL_MEC-A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 1,20232_30001_1,20232_30001,20232_12
1272,20232_30001_96115_MEC-A,CALCULO VECTORIAL_MEC-A(),20232_30001_96115_MEC-A,20232_30001,CALCULO VECTORIAL_MEC-A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 3,20232_30001_3,20232_30001,20232_12
1273,20232_30001_62314_CONT-ADM-N,MATEMATICAS II cnt_CONT-ADM-N(),20232_30001_62314_CONT-ADM-N,20232_30001,MATEMATICAS II cnt_CONT-ADM-N(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 3,20232_30001_3,20232_30001,20232_12
1274,20232_30001_30441_ARQ-A,GEOMETRÍA PLANA Y DEL ESPACIO_ARQ-A(),20232_30001_30441_ARQ-A,20232_30001,GEOMETRÍA PLANA Y DEL ESPACIO_ARQ-A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 1,20232_30001_1,20232_30001,20232_12
